"ID","start","stop","arrested","fin","age","race","wexp","mar","paro","prio","employed"
4,29,30,0,1,23,1,1,1,1,1,0
4,30,31,0,1,23,1,1,1,1,1,0
4,31,32,0,1,23,1,1,1,1,1,1
4,32,33,0,1,23,1,1,1,1,1,1
4,33,34,0,1,23,1,1,1,1,1,1
4,34,35,0,1,23,1,1,1,1,1,1
4,35,36,0,1,23,1,1,1,1,1,1
4,36,37,0,1,23,1,1,1,1,1,1
4,37,38,0,1,23,1,1,1,1,1,1
4,38,39,0,1,23,1,1,1,1,1,1
4,39,40,0,1,23,1,1,1,1,1,1
4,40,41,0,1,23,1,1,1,1,1,1
4,41,42,0,1,23,1,1,1,1,1,1
4,42,43,0,1,23,1,1,1,1,1,1
4,43,44,0,1,23,1,1,1,1,1,1
4,44,45,0,1,23,1,1,1,1,1,1
4,45,46,0,1,23,1,1,1,1,1,1
4,46,47,0,1,23,1,1,1,1,1,1
4,47,48,0,1,23,1,1,1,1,1,1
4,48,49,0,1,23,1,1,1,1,1,1
4,49,50,0,1,23,1,1,1,1,1,1
4,50,51,0,1,23,1,1,1,1,1,1
4,51,52,0,1,23,1,1,1,1,1,1
5,0,1,0,0,19,0,1,0,1,3,0
5,1,2,0,0,19,0,1,0,1,3,0
5,2,3,0,0,19,0,1,0,1,3,0
5,3,4,0,0,19,0,1,0,1,3,0
5,4,5,0,0,19,0,1,0,1,3,0
5,5,6,0,0,19,0,1,0,1,3,0
5,6,7,0,0,19,0,1,0,1,3,0
5,7,8,0,0,19,0,1,0,1,3,0
5,8,9,0,0,19,0,1,0,1,3,0
5,9,10,0,0,19,0,1,0,1,3,1
5,10,11,0,0,19,0,1,0,1,3,1
5,11,12,0,0,19,0,1,0,1,3,1
5,12,13,0,0,19,0,1,0,1,3,1
5,13,14,0,0,19,0,1,0,1,3,1
5,14,15,0,0,19,0,1,0,1,3,1
5,15,16,0,0,19,0,1,0,1,3,1
5,16,17,0,0,19,0,1,0,1,3,1
5,17,18,0,0,19,0,1,0,1,3,1
5,18,19,0,0,19,0,1,0,1,3,1
5,19,20,0,0,19,0,1,0,1,3,1
5,20,21,0,0,19,0,1,0,1,3,1
5,21,22,0,0,19,0,1,0,1,3,1
5,22,23,0,0,19,0,1,0,1,3,1
5,23,24,0,0,19,0,1,0,1,3,1
5,24,25,0,0,19,0,1,0,1,3,1
5,25,26,0,0,19,0,1,0,1,3,1
5,26,27,0,0,19,0,1,0,1,3,1
5,27,28,0,0,19,0,1,0,1,3,1
5,28,29,0,0,19,0,1,0,1,3,1
5,29,30,0,0,19,0,1,0,1,3,1
5,30,31,0,0,19,0,1,0,1,3,1
5,31,32,0,0,19,0,1,0,1,3,1
5,32,33,0,0,19,0,1,0,1,3,1
5,33,34,0,0,19,0,1,0,1,3,1
5,34,35,0,0,19,0,1,0,1,3,0
5,35,36,0,0,19,0,1,0,1,3,0
5,36,37,0,0,19,0,1,0,1,3,0
5,37,38,0,0,19,0,1,0,1,3,0
5,38,39,0,0,19,0,1,0,1,3,0
5,39,40,0,0,19,0,1,0,1,3,0
5,40,41,0,0,19,0,1,0,1,3,0
5,41,42,0,0,19,0,1,0,1,3,0
5,42,43,0,0,19,0,1,0,1,3,0
5,43,44,0,0,19,0,1,0,1,3,0
5,44,45,0,0,19,0,1,0,1,3,0
5,45,46,0,0,19,0,1,0,1,3,0
5,46,47,0,0,19,0,1,0,1,3,0
5,47,48,0,0,19,0,1,0,1,3,0
5,48,49,0,0,19,0,1,0,1,3,0
5,49,50,0,0,19,0,1,0,1,3,0
5,50,51,0,0,19,0,1,0,1,3,0
5,51,52,0,0,19,0,1,0,1,3,0
6,0,1,0,0,24,1,1,0,0,2,0
6,1,2,0,0,24,1,1,0,0,2,0
6,2,3,0,0,24,1,1,0,0,2,0
6,3,4,0,0,24,1,1,0,0,2,0
6,4,5,0,0,24,1,1,0,0,2,1
6,5,6,0,0,24,1,1,0,0,2,1
6,6,7,0,0,24,1,1,0,0,2,1
6,7,8,0,0,24,1,1,0,0,2,1
6,8,9,0,0,24,1,1,0,0,2,1
6,9,10,0,0,24,1,1,0,0,2,1
6,10,11,0,0,24,1,1,0,0,2,0
6,11,12,0,0,24,1,1,0,0,2,0
6,12,13,0,0,24,1,1,0,0,2,0
6,13,14,0,0,24,1,1,0,0,2,0
6,14,15,0,0,24,1,1,0,0,2,0
6,15,16,0,0,24,1,1,0,0,2,0
6,16,17,0,0,24,1,1,0,0,2,0
6,17,18,0,0,24,1,1,0,0,2,0
6,18,19,0,0,24,1,1,0,0,2,0
6,19,20,0,0,24,1,1,0,0,2,0
6,20,21,0,0,24,1,1,0,0,2,0
6,21,22,0,0,24,1,1,0,0,2,0
6,22,23,0,0,24,1,1,0,0,2,1
6,23,24,0,0,24,1,1,0,0,2,1
6,24,25,0,0,24,1,1,0,0,2,1
6,25,26,0,0,24,1,1,0,0,2,1
6,26,27,0,0,24,1,1,0,0,2,1
6,27,28,0,0,24,1,1,0,0,2,1
6,28,29,0,0,24,1,1,0,0,2,1
6,29,30,0,0,24,1,1,0,0,2,0
6,30,31,0,0,24,1,1,0,0,2,0
6,31,32,0,0,24,1,1,0,0,2,0
6,32,33,0,0,24,1,1,0,0,2,0
6,33,34,0,0,24,1,1,0,0,2,0
6,34,35,0,0,24,1,1,0,0,2,0
6,35,36,0,0,24,1,1,0,0,2,0
6,36,37,0,0,24,1,1,0,0,2,0
6,37,38,0,0,24,1,1,0,0,2,0
6,38,39,0,0,24,1,1,0,0,2,0
6,39,40,0,0,24,1,1,0,0,2,0
6,40,41,0,0,24,1,1,0,0,2,0
6,41,42,0,0,24,1,1,0,0,2,0
6,42,43,0,0,24,1,1,0,0,2,0
6,43,44,0,0,24,1,1,0,0,2,0
6,44,45,0,0,24,1,1,0,0,2,0
6,45,46,0,0,24,1,1,0,0,2,0
6,46,47,0,0,24,1,1,0,0,2,0
6,47,48,0,0,24,1,1,0,0,2,0
6,48,49,0,0,24,1,1,0,0,2,0
6,49,50,0,0,24,1,1,0,0,2,0
6,50,51,0,0,24,1,1,0,0,2,0
6,51,52,0,0,24,1,1,0,0,2,0
7,0,1,0,0,25,1,1,1,1,0,1
7,1,2,0,0,25,1,1,1,1,0,1
7,2,3,0,0,25,1,1,1,1,0,1
7,3,4,0,0,25,1,1,1,1,0,1
7,4,5,0,0,25,1,1,1,1,0,1
7,5,6,0,0,25,1,1,1,1,0,1
7,6,7,0,0,25,1,1,1,1,0,1
7,7,8,0,0,25,1,1,1,1,0,1
7,8,9,0,0,25,1,1,1,1,0,1
7,9,10,0,0,25,1,1,1,1,0,1
7,10,11,0,0,25,1,1,1,1,0,1
7,11,12,0,0,25,1,1,1,1,0,1
7,12,13,0,0,25,1,1,1,1,0,1
7,13,14,0,0,25,1,1,1,1,0,1
7,14,15,0,0,25,1,1,1,1,0,1
7,15,16,0,0,25,1,1,1,1,0,1
7,16,17,0,0,25,1,1,1,1,0,1
7,17,18,0,0,25,1,1,1,1,0,1
7,18,19,0,0,25,1,1,1,1,0,1
7,19,20,0,0,25,1,1,1,1,0,1
7,20,21,0,0,25,1,1,1,1,0,1
7,21,22,0,0,25,1,1,1,1,0,1
7,22,23,1,0,25,1,1,1,1,0,0
8,0,1,0,1,21,1,1,0,1,4,0
8,1,2,0,1,21,1,1,0,1,4,0
8,2,3,0,1,21,1,1,0,1,4,0
8,3,4,0,1,21,1,1,0,1,4,0
8,4,5,0,1,21,1,1,0,1,4,0
8,5,6,0,1,21,1,1,0,1,4,0
8,6,7,0,1,21,1,1,0,1,4,0
8,7,8,0,1,21,1,1,0,1,4,0
8,8,9,0,1,21,1,1,0,1,4,0
8,9,10,0,1,21,1,1,0,1,4,0
8,10,11,0,1,21,1,1,0,1,4,0
8,11,12,0,1,21,1,1,0,1,4,0
8,12,13,0,1,21,1,1,0,1,4,0
8,13,14,0,1,21,1,1,0,1,4,0
8,14,15,0,1,21,1,1,0,1,4,0
8,15,16,0,1,21,1,1,0,1,4,0
8,16,17,0,1,21,1,1,0,1,4,0
8,17,18,0,1,21,1,1,0,1,4,0
8,18,19,0,1,21,1,1,0,1,4,0
8,19,20,0,1,21,1,1,0,1,4,1
8,20,21,0,1,21,1,1,0,1,4,1
8,21,22,0,1,21,1,1,0,1,4,0
8,22,23,0,1,21,1,1,0,1,4,0
8,23,24,0,1,21,1,1,0,1,4,1
8,24,25,0,1,21,1,1,0,1,4,1
8,25,26,0,1,21,1,1,0,1,4,0
8,26,27,0,1,21,1,1,0,1,4,0
8,27,28,0,1,21,1,1,0,1,4,0
8,28,29,0,1,21,1,1,0,1,4,0
8,29,30,0,1,21,1,1,0,1,4,0
8,30,31,0,1,21,1,1,0,1,4,0
8,31,32,0,1,21,1,1,0,1,4,0
8,32,33,0,1,21,1,1,0,1,4,0
8,33,34,0,1,21,1,1,0,1,4,0
8,34,35,0,1,21,1,1,0,1,4,0
8,35,36,0,1,21,1,1,0,1,4,0
8,36,37,0,1,21,1,1,0,1,4,0
8,37,38,0,1,21,1,1,0,1,4,0
8,38,39,0,1,21,1,1,0,1,4,0
8,39,40,0,1,21,1,1,0,1,4,0
8,40,41,0,1,21,1,1,0,1,4,0
8,41,42,0,1,21,1,1,0,1,4,0
8,42,43,0,1,21,1,1,0,1,4,0
8,43,44,0,1,21,1,1,0,1,4,0
8,44,45,0,1,21,1,1,0,1,4,0
8,45,46,0,1,21,1,1,0,1,4,0
8,46,47,0,1,21,1,1,0,1,4,0
8,47,48,0,1,21,1,1,0,1,4,0
8,48,49,0,1,21,1,1,0,1,4,0
8,49,50,0,1,21,1,1,0,1,4,0
8,50,51,0,1,21,1,1,0,1,4,0
8,51,52,0,1,21,1,1,0,1,4,0
9,0,1,0,0,22,1,0,0,0,6,0
9,1,2,0,0,22,1,0,0,0,6,0
9,2,3,0,0,22,1,0,0,0,6,0
9,3,4,0,0,22,1,0,0,0,6,0
9,4,5,0,0,22,1,0,0,0,6,0
9,5,6,0,0,22,1,0,0,0,6,0
9,6,7,0,0,22,1,0,0,0,6,0
9,7,8,0,0,22,1,0,0,0,6,0
9,8,9,0,0,22,1,0,0,0,6,0
9,9,10,0,0,22,1,0,0,0,6,0
9,10,11,0,0,22,1,0,0,0,6,0
9,11,12,0,0,22,1,0,0,0,6,0
9,12,13,0,0,22,1,0,0,0,6,0
9,13,14,0,0,22,1,0,0,0,6,0
9,14,15,0,0,22,1,0,0,0,6,0
9,15,16,0,0,22,1,0,0,0,6,1
9,16,17,0,0,22,1,0,0,0,6,1
9,17,18,0,0,22,1,0,0,0,6,1
9,18,19,0,0,22,1,0,0,0,6,1
9,19,20,0,0,22,1,0,0,0,6,1
9,20,21,0,0,22,1,0,0,0,6,1
9,21,22,0,0,22,1,0,0,0,6,1
9,22,23,0,0,22,1,0,0,0,6,0
9,23,24,0,0,22,1,0,0,0,6,0
9,24,25,0,0,22,1,0,0,0,6,0
9,25,26,0,0,22,1,0,0,0,6,0
9,26,27,0,0,22,1,0,0,0,6,0
9,27,28,0,0,22,1,0,0,0,6,0
9,28,29,0,0,22,1,0,0,0,6,0
9,29,30,0,0,22,1,0,0,0,6,0
9,30,31,0,0,22,1,0,0,0,6,0
9,31,32,0,0,22,1,0,0,0,6,0
9,32,33,0,0,22,1,0,0,0,6,0
9,33,34,0,0,22,1,0,0,0,6,0
9,34,35,0,0,22,1,0,0,0,6,0
9,35,36,0,0,22,1,0,0,0,6,0
9,36,37,0,0,22,1,0,0,0,6,0
9,37,38,0,0,22,1,0,0,0,6,1
9,38,39,0,0,22,1,0,0,0,6,1
9,39,40,0,0,22,1,0,0,0,6,1
9,40,41,0,0,22,1,0,0,0,6,1
9,41,42,0,0,22,1,0,0,0,6,1
9,42,43,0,0,22,1,0,0,0,6,1
9,43,44,0,0,22,1,0,0,0,6,1
9,44,45,0,0,22,1,0,0,0,6,1
9,45,46,0,0,22,1,0,0,0,6,1
9,46,47,0,0,22,1,0,0,0,6,1
9,47,48,0,0,22,1,0,0,0,6,1
9,48,49,0,0,22,1,0,0,0,6,1
9,49,50,0,0,22,1,0,0,0,6,1
9,50,51,0,0,22,1,0,0,0,6,1
9,51,52,0,0,22,1,0,0,0,6,1
10,0,1,0,0,20,1,1,0,0,0,0
10,1,2,0,0,20,1,1,0,0,0,1
10,2,3,0,0,20,1,1,0,0,0,1
10,3,4,0,0,20,1,1,0,0,0,1
10,4,5,0,0,20,1,1,0,0,0,1
10,5,6,0,0,20,1,1,0,0,0,0
10,6,7,0,0,20,1,1,0,0,0,0
10,7,8,0,0,20,1,1,0,0,0,0
10,8,9,0,0,20,1,1,0,0,0,0
10,9,10,0,0,20,1,1,0,0,0,0
10,10,11,0,0,20,1,1,0,0,0,0
10,11,12,0,0,20,1,1,0,0,0,0
10,12,13,0,0,20,1,1,0,0,0,0
10,13,14,0,0,20,1,1,0,0,0,0
10,14,15,0,0,20,1,1,0,0,0,0
10,15,16,0,0,20,1,1,0,0,0,0
10,16,17,0,0,20,1,1,0,0,0,0
10,17,18,0,0,20,1,1,0,0,0,0
10,18,19,0,0,20,1,1,0,0,0,0
10,19,20,0,0,20,1,1,0,0,0,0
10,20,21,0,0,20,1,1,0,0,0,0
10,21,22,0,0,20,1,1,0,0,0,0
10,22,23,0,0,20,1,1,0,0,0,0
10,23,24,0,0,20,1,1,0,0,0,0
10,24,25,0,0,20,1,1,0,0,0,0
10,25,26,0,0,20,1,1,0,0,0,0
10,26,27,0,0,20,1,1,0,0,0,0
10,27,28,0,0,20,1,1,0,0,0,0
10,28,29,0,0,20,1,1,0,0,0,0
10,29,30,0,0,20,1,1,0,0,0,0
10,30,31,0,0,20,1,1,0,0,0,0
10,31,32,0,0,20,1,1,0,0,0,0
10,32,33,0,0,20,1,1,0,0,0,0
10,33,34,0,0,20,1,1,0,0,0,0
10,34,35,0,0,20,1,1,0,0,0,0
10,35,36,0,0,20,1,1,0,0,0,0
10,36,37,0,0,20,1,1,0,0,0,0
10,37,38,0,0,20,1,1,0,0,0,0
10,38,39,0,0,20,1,1,0,0,0,0
10,39,40,0,0,20,1,1,0,0,0,0
10,40,41,0,0,20,1,1,0,0,0,0
10,41,42,0,0,20,1,1,0,0,0,0
10,42,43,0,0,20,1,1,0,0,0,0
10,43,44,0,0,20,1,1,0,0,0,0
10,44,45,0,0,20,1,1,0,0,0,0
10,45,46,0,0,20,1,1,0,0,0,0
10,46,47,0,0,20,1,1,0,0,0,0
10,47,48,0,0,20,1,1,0,0,0,0
10,48,49,0,0,20,1,1,0,0,0,0
10,49,50,0,0,20,1,1,0,0,0,0
10,50,51,0,0,20,1,1,0,0,0,0
10,51,52,0,0,20,1,1,0,0,0,0
11,0,1,0,1,26,1,0,0,1,3,0
11,1,2,0,1,26,1,0,0,1,3,0
11,2,3,0,1,26,1,0,0,1,3,0
11,3,4,0,1,26,1,0,0,1,3,0
11,4,5,0,1,26,1,0,0,1,3,0
11,5,6,0,1,26,1,0,0,1,3,0
11,6,7,0,1,26,1,0,0,1,3,0
11,7,8,0,1,26,1,0,0,1,3,0
11,8,9,0,1,26,1,0,0,1,3,1
11,9,10,0,1,26,1,0,0,1,3,1
11,10,11,0,1,26,1,0,0,1,3,1
11,11,12,0,1,26,1,0,0,1,3,1
11,12,13,0,1,26,1,0,0,1,3,1
11,13,14,0,1,26,1,0,0,1,3,1
11,14,15,0,1,26,1,0,0,1,3,1
11,15,16,0,1,26,1,0,0,1,3,1
11,16,17,0,1,26,1,0,0,1,3,1
11,17,18,0,1,26,1,0,0,1,3,1
11,18,19,0,1,26,1,0,0,1,3,0
11,19,20,0,1,26,1,0,0,1,3,0
11,20,21,0,1,26,1,0,0,1,3,0
11,21,22,0,1,26,1,0,0,1,3,0
11,22,23,0,1,26,1,0,0,1,3,0
11,23,24,0,1,26,1,0,0,1,3,0
11,24,25,0,1,26,1,0,0,1,3,0
11,25,26,0,1,26,1,0,0,1,3,0
11,26,27,0,1,26,1,0,0,1,3,0
11,27,28,0,1,26,1,0,0,1,3,0
11,28,29,0,1,26,1,0,0,1,3,0
11,29,30,0,1,26,1,0,0,1,3,0
11,30,31,0,1,26,1,0,0,1,3,0
11,31,32,0,1,26,1,0,0,1,3,0
11,32,33,0,1,26,1,0,0,1,3,0
11,33,34,0,1,26,1,0,0,1,3,0
11,34,35,0,1,26,1,0,0,1,3,0
11,35,36,0,1,26,1,0,0,1,3,0
11,36,37,0,1,26,1,0,0,1,3,0
11,37,38,0,1,26,1,0,0,1,3,0
11,38,39,0,1,26,1,0,0,1,3,0
11,39,40,0,1,26,1,0,0,1,3,0
11,40,41,0,1,26,1,0,0,1,3,0
11,41,42,0,1,26,1,0,0,1,3,0
11,42,43,0,1,26,1,0,0,1,3,0
11,43,44,0,1,26,1,0,0,1,3,0
11,44,45,0,1,26,1,0,0,1,3,1
11,45,46,0,1,26,1,0,0,1,3,1
11,46,47,0,1,26,1,0,0,1,3,1
11,47,48,0,1,26,1,0,0,1,3,1
11,48,49,0,1,26,1,0,0,1,3,1
11,49,50,0,1,26,1,0,0,1,3,1
11,50,51,0,1,26,1,0,0,1,3,1
11,51,52,0,1,26,1,0,0,1,3,1
12,0,1,0,0,40,1,1,0,0,2,0
12,1,2,0,0,40,1,1,0,0,2,0
12,2,3,0,0,40,1,1,0,0,2,0
12,3,4,0,0,40,1,1,0,0,2,0
12,4,5,0,0,40,1,1,0,0,2,1
12,5,6,0,0,40,1,1,0,0,2,1
12,6,7,0,0,40,1,1,0,0,2,1
12,7,8,0,0,40,1,1,0,0,2,1
12,8,9,0,0,40,1,1,0,0,2,1
12,9,10,0,0,40,1,1,0,0,2,1
12,10,11,0,0,40,1,1,0,0,2,1
12,11,12,0,0,40,1,1,0,0,2,1
12,12,13,0,0,40,1,1,0,0,2,1
12,13,14,0,0,40,1,1,0,0,2,1
12,14,15,0,0,40,1,1,0,0,2,1
12,15,16,0,0,40,1,1,0,0,2,1
12,16,17,0,0,40,1,1,0,0,2,1
12,17,18,0,0,40,1,1,0,0,2,1
12,18,19,0,0,40,1,1,0,0,2,1
12,19,20,0,0,40,1,1,0,0,2,1
12,20,21,0,0,40,1,1,0,0,2,1
12,21,22,0,0,40,1,1,0,0,2,1
12,22,23,0,0,40,1,1,0,0,2,1
12,23,24,0,0,40,1,1,0,0,2,1
12,24,25,0,0,40,1,1,0,0,2,1
12,25,26,0,0,40,1,1,0,0,2,1
12,26,27,0,0,40,1,1,0,0,2,1
12,27,28,0,0,40,1,1,0,0,2,1
12,28,29,0,0,40,1,1,0,0,2,1
12,29,30,0,0,40,1,1,0,0,2,1
12,30,31,0,0,40,1,1,0,0,2,1
12,31,32,0,0,40,1,1,0,0,2,1
12,32,33,0,0,40,1,1,0,0,2,1
12,33,34,0,0,40,1,1,0,0,2,1
12,34,35,0,0,40,1,1,0,0,2,1
12,35,36,0,0,40,1,1,0,0,2,1
12,36,37,0,0,40,1,1,0,0,2,1
12,37,38,0,0,40,1,1,0,0,2,1
12,38,39,0,0,40,1,1,0,0,2,1
12,39,40,0,0,40,1,1,0,0,2,1
12,40,41,0,0,40,1,1,0,0,2,1
12,41,42,0,0,40,1,1,0,0,2,1
12,42,43,0,0,40,1,1,0,0,2,1
12,43,44,0,0,40,1,1,0,0,2,1
12,44,45,0,0,40,1,1,0,0,2,1
12,45,46,0,0,40,1,1,0,0,2,1
12,46,47,0,0,40,1,1,0,0,2,1
12,47,48,0,0,40,1,1,0,0,2,1
12,48,49,0,0,40,1,1,0,0,2,1
12,49,50,0,0,40,1,1,0,0,2,1
12,50,51,0,0,40,1,1,0,0,2,1
12,51,52,0,0,40,1,1,0,0,2,1
13,0,1,0,0,17,1,1,0,1,5,0
13,1,2,0,0,17,1,1,0,1,5,0
13,2,3,0,0,17,1,1,0,1,5,0
13,3,4,0,0,17,1,1,0,1,5,0
13,4,5,0,0,17,1,1,0,1,5,0
13,5,6,0,0,17,1,1,0,1,5,0
13,6,7,0,0,17,1,1,0,1,5,0
13,7,8,0,0,17,1,1,0,1,5,0
13,8,9,0,0,17,1,1,0,1,5,0
13,9,10,0,0,17,1,1,0,1,5,0
13,10,11,0,0,17,1,1,0,1,5,0
13,11,12,0,0,17,1,1,0,1,5,0
13,12,13,0,0,17,1,1,0,1,5,0
13,13,14,0,0,17,1,1,0,1,5,0
13,14,15,0,0,17,1,1,0,1,5,0
13,15,16,0,0,17,1,1,0,1,5,0
13,16,17,0,0,17,1,1,0,1,5,0
13,17,18,0,0,17,1,1,0,1,5,0
13,18,19,0,0,17,1,1,0,1,5,0
13,19,20,0,0,17,1,1,0,1,5,0
13,20,21,0,0,17,1,1,0,1,5,0
13,21,22,0,0,17,1,1,0,1,5,0
13,22,23,0,0,17,1,1,0,1,5,0
13,23,24,0,0,17,1,1,0,1,5,0
13,24,25,0,0,17,1,1,0,1,5,0
13,25,26,0,0,17,1,1,0,1,5,0
13,26,27,0,0,17,1,1,0,1,5,0
13,27,28,0,0,17,1,1,0,1,5,1
13,28,29,0,0,17,1,1,0,1,5,1
13,29,30,0,0,17,1,1,0,1,5,0
13,30,31,0,0,17,1,1,0,1,5,0
13,31,32,0,0,17,1,1,0,1,5,0
13,32,33,0,0,17,1,1,0,1,5,0
13,33,34,0,0,17,1,1,0,1,5,0
13,34,35,0,0,17,1,1,0,1,5,0
13,35,36,0,0,17,1,1,0,1,5,0
13,36,37,1,0,17,1,1,0,1,5,0
14,0,1,0,0,37,1,1,0,0,2,0
14,1,2,0,0,37,1,1,0,0,2,0
14,2,3,0,0,37,1,1,0,0,2,0
14,3,4,0,0,37,1,1,0,0,2,0
14,4,5,0,0,37,1,1,0,0,2,0
14,5,6,0,0,37,1,1,0,0,2,0
14,6,7,0,0,37,1,1,0,0,2,0
14,7,8,0,0,37,1,1,0,0,2,0
14,8,9,0,0,37,1,1,0,0,2,0
14,9,10,0,0,37,1,1,0,0,2,0
14,10,11,0,0,37,1,1,0,0,2,0
14,11,12,0,0,37,1,1,0,0,2,0
14,12,13,0,0,37,1,1,0,0,2,0
14,13,14,0,0,37,1,1,0,0,2,0
14,14,15,0,0,37,1,1,0,0,2,0
14,15,16,0,0,37,1,1,0,0,2,0
14,16,17,0,0,37,1,1,0,0,2,0
14,17,18,0,0,37,1,1,0,0,2,0
14,18,19,0,0,37,1,1,0,0,2,1
14,19,20,0,0,37,1,1,0,0,2,1
14,20,21,0,0,37,1,1,0,0,2,1
14,21,22,0,0,37,1,1,0,0,2,1
14,22,23,0,0,37,1,1,0,0,2,1
14,23,24,0,0,37,1,1,0,0,2,1
14,24,25,0,0,37,1,1,0,0,2,1
14,25,26,0,0,37,1,1,0,0,2,1
14,26,27,0,0,37,1,1,0,0,2,1
14,27,28,0,0,37,1,1,0,0,2,1
14,28,29,0,0,37,1,1,0,0,2,1
14,29,30,0,0,37,1,1,0,0,2,1
14,30,31,0,0,37,1,1,0,0,2,1
14,31,32,0,0,37,1,1,0,0,2,1
14,32,33,0,0,37,1,1,0,0,2,1
14,33,34,0,0,37,1,1,0,0,2,1
14,34,35,0,0,37,1,1,0,0,2,1
14,35,36,0,0,37,1,1,0,0,2,1
14,36,37,0,0,37,1,1,0,0,2,1
14,37,38,0,0,37,1,1,0,0,2,1
14,38,39,0,0,37,1,1,0,0,2,1
14,39,40,0,0,37,1,1,0,0,2,1
14,40,41,0,0,37,1,1,0,0,2,1
14,41,42,0,0,37,1,1,0,0,2,1
